bowler,total_batter_runs_conceded_mean,total_runs_from_relevant_extras_mean,total_total_runs_conceded_mean,total_taken_from_relevant_wickets_mean,powerplay_batter_runs_conceded_mean,powerplay_runs_from_relevant_extras_mean,powerplay_total_runs_conceded_mean,powerplay_taken_from_relevant_wickets_mean,non_powerplay_batter_runs_conceded_mean,non_powerplay_runs_from_relevant_extras_mean,non_powerplay_total_runs_conceded_mean,non_powerplay_taken_from_relevant_wickets_mean
1747ea18,0.9713574097135741,0.0161892901618929,1.0049813200498132,0.05603985056039851,0.8263888888888888,0.020833333333333332,0.8888888888888888,0.04861111111111111,1.0030349013657056,0.015174506828528073,1.0303490136570561,0.057663125948406675
175937f6,0.8787878787878788,0.030303030303030304,0.9090909090909091,0.030303030303030304,0.6666666666666666,0.047619047619047616,0.7142857142857143,0.0,1.25,0.0,1.25,0.08333333333333333
175d59dd,0.6,0.14285714285714285,0.7428571428571429,0.0,,,,,0.6,0.14285714285714285,0.7428571428571429,0.0
17608a6f,0.9425541316836058,0.05965532479010163,1.0472823685373398,0.059213433495360145,0.8440207972270364,0.06499133448873484,0.9566724436741768,0.0389948006932409,1.0450856627592426,0.05410279531109107,1.1415689810640217,0.08025247971145176
17751f98,1.0,0.1896551724137931,1.206896551724138,0.05172413793103448,0.9259259259259259,0.25925925925925924,1.1851851851851851,0.037037037037037035,1.064516129032258,0.12903225806451613,1.2258064516129032,0.06451612903225806
1777c020,2.0,0.0,2.0,0.0,,,,,2.0,0.0,2.0,0.0
17aa4f1d,1.170940170940171,0.008547008547008548,1.188034188034188,0.05982905982905983,,,,,1.170940170940171,0.008547008547008548,1.188034188034188,0.05982905982905983
17e2a2d6,1.2777777777777777,0.0,1.2777777777777777,0.05555555555555555,,,,,1.2777777777777777,0.0,1.2777777777777777,0.05555555555555555
17f2fbf4,0.39285714285714285,0.14285714285714285,0.5714285714285714,0.07142857142857142,,,,,0.39285714285714285,0.14285714285714285,0.5714285714285714,0.07142857142857142
180240d4,0.8888888888888888,0.06513409961685823,0.9693486590038314,0.05747126436781609,0.875,0.07692307692307693,0.9615384615384616,0.057692307692307696,0.8980891719745223,0.05732484076433121,0.9745222929936306,0.05732484076433121
1806d310,1.0,0.05263157894736842,1.0789473684210527,0.0,,,,,1.0,0.05263157894736842,1.0789473684210527,0.0
180e2c15,1.4285714285714286,0.047619047619047616,1.5714285714285714,0.047619047619047616,,,,,1.4285714285714286,0.047619047619047616,1.5714285714285714,0.047619047619047616
18377910,0.25,0.0625,0.3125,0.03125,,,,,0.25,0.0625,0.3125,0.03125
18ac3318,1.4880952380952381,0.0,1.5,0.023809523809523808,3.0,0.0,3.0,0.0,1.3717948717948718,0.0,1.3846153846153846,0.02564102564102564
18ae55e4,0.995575221238938,0.030973451327433628,1.0398230088495575,0.03982300884955752,0.8872180451127819,0.022556390977443608,0.9172932330827067,0.03007518796992481,1.1505376344086022,0.043010752688172046,1.2150537634408602,0.053763440860215055
18db3f22,1.125,0.08333333333333333,1.2083333333333333,0.08333333333333333,0.8076923076923077,0.11538461538461539,0.9230769230769231,0.0641025641025641,1.7142857142857142,0.023809523809523808,1.7380952380952381,0.11904761904761904
18e71a72,0.9285714285714286,0.2857142857142857,1.2142857142857142,0.07142857142857142,,,,,0.9285714285714286,0.2857142857142857,1.2142857142857142,0.07142857142857142
18eaf2fa,1.1036414565826331,0.025210084033613446,1.173669467787115,0.07282913165266107,1.1,0.0375,1.2125,0.06875,1.1065989847715736,0.015228426395939087,1.1421319796954315,0.07614213197969544
18f4d808,0.5,0.3181818181818182,0.8636363636363636,0.045454545454545456,,,,,0.5,0.3181818181818182,0.8636363636363636,0.045454545454545456
18fac429,1.326271186440678,0.00847457627118644,1.3516949152542372,0.0211864406779661,0.7777777777777778,0.0,0.7777777777777778,0.1111111111111111,1.371559633027523,0.009174311926605505,1.3990825688073394,0.013761467889908258
190957d2,0.9029411764705882,0.045588235294117645,0.9602941176470589,0.058823529411764705,0.75,0.0,0.75,0.16666666666666666,0.905688622754491,0.04640718562874251,0.9640718562874252,0.05688622754491018
1911dcbc,0.816793893129771,0.1297709923664122,0.9770992366412213,0.030534351145038167,,,,,0.816793893129771,0.1297709923664122,0.9770992366412213,0.030534351145038167
192f2caf,1.0,0.07692307692307693,1.1538461538461537,0.07692307692307693,1.0833333333333333,0.08333333333333333,1.25,0.08333333333333333,0.0,0.0,0.0,0.0
19499257,0.8,0.35,1.1625,0.025,1.064516129032258,0.25806451612903225,1.3548387096774193,0.06451612903225806,0.6326530612244898,0.40816326530612246,1.0408163265306123,0.0
195fb6db,1.4054054054054055,0.02702702702702703,1.4324324324324325,0.02702702702702703,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.0,1.4705882352941178,0.014705882352941176,1.4852941176470589,0.029411764705882353
19708692,1.536,0.048,1.608,0.056,,,,,1.536,0.048,1.608,0.056
19758a47,1.3333333333333333,0.0,1.375,0.125,1.1666666666666667,0.0,1.3333333333333333,0.0,1.3888888888888888,0.0,1.3888888888888888,0.16666666666666666
19b9f399,1.5,0.0,1.5416666666666667,0.0,2.3333333333333335,0.0,2.3333333333333335,0.0,1.2222222222222223,0.0,1.2777777777777777,0.0
1a0c3177,1.9722222222222223,0.0,2.0,0.0,1.8333333333333333,0.0,1.8888888888888888,0.0,2.111111111111111,0.0,2.111111111111111,0.0
1a156c88,1.3043478260869565,0.008695652173913044,1.3217391304347825,0.02608695652173913,,,,,1.3043478260869565,0.008695652173913044,1.3217391304347825,0.02608695652173913
1a2676c5,1.3333333333333333,0.0641025641025641,1.4230769230769231,0.06666666666666667,1.5107913669064748,0.06474820143884892,1.5827338129496402,0.050359712230215826,1.2350597609561753,0.06374501992031872,1.3346613545816732,0.07569721115537849
1a353572,1.5,0.0,1.5,0.0,1.5,0.0,1.5,0.0,,,,
1a35a2d3,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.03571428571428571,,,,,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.03571428571428571
1a3cc554,1.042857142857143,0.03571428571428571,1.1,0.06428571428571428,0.7777777777777778,0.1111111111111111,0.8888888888888888,0.05555555555555555,1.0819672131147542,0.02459016393442623,1.1311475409836065,0.06557377049180328
1a448be0,1.2958477508650519,0.039792387543252594,1.3719723183391004,0.04671280276816609,,,,,1.2958477508650519,0.039792387543252594,1.3719723183391004,0.04671280276816609
1a54d618,1.3582089552238805,0.05970149253731343,1.4179104477611941,0.04477611940298507,1.6111111111111112,0.1111111111111111,1.7222222222222223,0.0,1.2653061224489797,0.04081632653061224,1.3061224489795917,0.061224489795918366
1a597e24,2.0,0.0,2.0,0.0,,,,,2.0,0.0,2.0,0.0
1a5d690f,0.7857142857142857,0.14285714285714285,0.9642857142857143,0.0,0.75,0.16666666666666666,0.9166666666666666,0.0,0.8125,0.125,1.0,0.0
1a628a92,0.7694300518134715,0.054404145077720206,0.8704663212435233,0.05181347150259067,0.7153846153846154,0.06153846153846154,0.8153846153846154,0.046153846153846156,0.8809523809523809,0.03968253968253968,0.9841269841269841,0.06349206349206349
1a710f40,1.7454545454545454,0.01818181818181818,1.7636363636363637,0.03636363636363636,1.9393939393939394,0.0,1.9393939393939394,0.030303030303030304,1.4545454545454546,0.045454545454545456,1.5,0.045454545454545456
1a8cedc8,0.925,0.225,1.2375,0.04375,0.9375,0.22916666666666666,1.3125,0.0625,0.9196428571428571,0.22321428571428573,1.2053571428571428,0.03571428571428571
1a8eebbe,1.2512820512820513,0.05128205128205128,1.3333333333333333,0.04871794871794872,1.1322751322751323,0.07407407407407407,1.2433862433862435,0.037037037037037035,1.36318407960199,0.029850746268656716,1.4179104477611941,0.05970149253731343
1a9a6b15,0.5,0.14285714285714285,0.6428571428571429,0.07142857142857142,0.5,0.08333333333333333,0.5833333333333334,0.08333333333333333,0.5,0.5,1.0,0.0
1a9e9efe,0.9795640326975477,0.08174386920980926,1.1416893732970028,0.0681198910081744,0.9475524475524476,0.0944055944055944,1.1013986013986015,0.024475524475524476,1.0,0.07366071428571429,1.1674107142857142,0.09598214285714286
1aabd6fc,0.6413043478260869,0.06521739130434782,0.7717391304347826,0.021739130434782608,0.5384615384615384,0.15384615384615385,0.6923076923076923,0.0,0.6582278481012658,0.05063291139240506,0.7848101265822784,0.02531645569620253
1ab8beda,2.6666666666666665,0.0,2.6666666666666665,0.0,,,,,2.6666666666666665,0.0,2.6666666666666665,0.0
1abb78f8,1.4188034188034189,0.049145299145299144,1.4893162393162394,0.06196581196581197,1.6219512195121952,0.06707317073170732,1.7073170731707317,0.024390243902439025,1.3092105263157894,0.039473684210526314,1.3717105263157894,0.08223684210526316
1ac2a995,1.260229132569558,0.03273322422258593,1.3027823240589198,0.04746317512274959,2.3333333333333335,0.0,2.3333333333333335,0.0,1.2495867768595041,0.03305785123966942,1.2925619834710744,0.047933884297520664
1ac4b030,1.0930232558139534,0.16279069767441862,1.302325581395349,0.023255813953488372,,,,,1.0930232558139534,0.16279069767441862,1.302325581395349,0.023255813953488372
1adb8ee8,1.0960799385088393,0.043812451960030745,1.1767870868562644,0.04842428900845504,1.0655737704918034,0.04918032786885246,1.1592505854800936,0.04215456674473068,1.1543624161073827,0.03355704697986577,1.2102908277404922,0.06040268456375839
1ade138e,1.1482649842271293,0.05362776025236593,1.2176656151419558,0.03470031545741325,1.1517857142857142,0.0625,1.2321428571428572,0.026785714285714284,1.146341463414634,0.04878048780487805,1.2097560975609756,0.03902439024390244
1afd4f89,1.2197802197802199,0.07692307692307693,1.3076923076923077,0.0,0.8,0.15,0.95,0.0,1.3380281690140845,0.056338028169014086,1.408450704225352,0.0
1afdbdbf,1.15625,0.0625,1.25,0.0625,,,,,1.15625,0.0625,1.25,0.0625
1b0ce76e,0.6758893280632411,0.02766798418972332,0.7075098814229249,0.039525691699604744,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.723404255319149,0.029787234042553193,0.7574468085106383,0.03829787234042553
1b1c23bb,0.9692307692307692,0.06923076923076923,1.0512820512820513,0.038461538461538464,0.9291338582677166,0.06299212598425197,1.0039370078740157,0.027559055118110236,1.0441176470588236,0.08088235294117647,1.1397058823529411,0.058823529411764705
1b378842,0.6511627906976745,0.0,0.6511627906976745,0.0,,,,,0.6511627906976745,0.0,0.6511627906976745,0.0
1b3acd33,1.5820895522388059,0.014925373134328358,1.6119402985074627,0.05970149253731343,1.3333333333333333,0.023809523809523808,1.3571428571428572,0.023809523809523808,2.0,0.0,2.04,0.12
1b3f7dbb,0.5996835443037974,0.11867088607594936,0.7468354430379747,0.056962025316455694,0.45454545454545453,0.16996047430830039,0.6482213438735178,0.06324110671936758,0.6965699208443272,0.08443271767810026,0.8126649076517151,0.052770448548812667
1b61a9fa,0.578125,0.0625,0.640625,0.046875,0.5510204081632653,0.08163265306122448,0.6326530612244898,0.061224489795918366,0.6666666666666666,0.0,0.6666666666666666,0.0
1b77c4c6,1.368421052631579,0.15789473684210525,1.5394736842105263,0.11842105263157894,,,,,1.368421052631579,0.15789473684210525,1.5394736842105263,0.11842105263157894
1b8c2b54,1.4819277108433735,0.07228915662650602,1.5783132530120483,0.04819277108433735,,,,,1.4819277108433735,0.07228915662650602,1.5783132530120483,0.04819277108433735
1b9d1579,1.1111111111111112,0.08333333333333333,1.1944444444444444,0.027777777777777776,2.3333333333333335,0.0,2.3333333333333335,0.0,1.0,0.09090909090909091,1.0909090909090908,0.030303030303030304
1b9d3eb3,0.72,0.04,0.76,0.04,1.0,0.0,1.0,0.0,0.631578947368421,0.05263157894736842,0.6842105263157895,0.05263157894736842
1ba007d8,0.5333333333333333,0.2,0.7333333333333333,0.06666666666666667,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.0,0.5,0.125,0.625,0.125
1ba50005,1.1132075471698113,0.09433962264150944,1.2452830188679245,0.018867924528301886,1.1428571428571428,0.11904761904761904,1.3095238095238095,0.023809523809523808,1.0,0.0,1.0,0.0
1bb0993e,1.5555555555555556,0.1111111111111111,1.7037037037037037,0.037037037037037035,1.5,0.16666666666666666,1.6666666666666667,0.0,1.5714285714285714,0.09523809523809523,1.7142857142857142,0.047619047619047616
1bd16445,1.4186046511627908,0.11627906976744186,1.5348837209302326,0.06976744186046512,1.0,0.2777777777777778,1.2777777777777777,0.1111111111111111,1.72,0.0,1.72,0.04
1bdbf53b,1.4285714285714286,0.10714285714285714,1.5714285714285714,0.011904761904761904,3.0,0.5,3.5,0.0,1.3902439024390243,0.0975609756097561,1.524390243902439,0.012195121951219513
1be67d37,0.84,0.04,0.88,0.04,1.0,0.08333333333333333,1.0833333333333333,0.0,0.6923076923076923,0.0,0.6923076923076923,0.07692307692307693
1be70c88,0.8333333333333334,0.0,0.8888888888888888,0.05555555555555555,,,,,0.8333333333333334,0.0,0.8888888888888888,0.05555555555555555
1c03d322,0.5833333333333334,0.21296296296296297,0.8333333333333334,0.027777777777777776,,,,,0.5833333333333334,0.21296296296296297,0.8333333333333334,0.027777777777777776
1c1bb0d5,1.0923076923076922,0.05054945054945055,1.1714285714285715,0.046153846153846156,0.825,0.0375,0.9375,0.0375,1.1493333333333333,0.05333333333333334,1.2213333333333334,0.048
1c366af1,1.4,0.12,1.52,0.04,2.6,0.0,2.6,0.2,1.1,0.15,1.25,0.0
1c40f69f,1.6213592233009708,0.009708737864077669,1.6310679611650485,0.05825242718446602,,,,,1.6213592233009708,0.009708737864077669,1.6310679611650485,0.05825242718446602
1c4161b3,0.8939393939393939,0.0,0.9545454545454546,0.045454545454545456,,,,,0.8939393939393939,0.0,0.9545454545454546,0.045454545454545456
1c5c3dce,0.9599499374217773,0.04505632040050062,1.027534418022528,0.058823529411764705,1.0163398692810457,0.06862745098039216,1.0947712418300655,0.05555555555555555,0.9249492900608519,0.030425963488843813,0.9858012170385395,0.060851926977687626
1c726c76,1.0696517412935322,0.029850746268656716,1.099502487562189,0.05472636815920398,,,,,1.0696517412935322,0.029850746268656716,1.099502487562189,0.05472636815920398
1c790f4f,1.1955307262569832,0.0335195530726257,1.2402234636871508,0.0446927374301676,0.7671232876712328,0.0410958904109589,0.8082191780821918,0.0684931506849315,1.490566037735849,0.02830188679245283,1.5377358490566038,0.02830188679245283
1c8ada57,1.336734693877551,0.030612244897959183,1.3673469387755102,0.09183673469387756,,,,,1.336734693877551,0.030612244897959183,1.3673469387755102,0.09183673469387756
1c8cd1c3,1.421875,0.03125,1.4791666666666667,0.036458333333333336,1.864864864864865,0.02702702702702703,1.8918918918918919,0.02702702702702703,1.3161290322580645,0.03225806451612903,1.3806451612903226,0.03870967741935484
1c914163,1.1521197007481296,0.022443890274314215,1.1845386533665836,0.06234413965087282,,,,,1.1521197007481296,0.022443890274314215,1.1845386533665836,0.06234413965087282
1cb14aa4,1.4411764705882353,0.06372549019607843,1.5147058823529411,0.06372549019607843,1.4878048780487805,0.06097560975609756,1.548780487804878,0.06097560975609756,1.4098360655737705,0.06557377049180328,1.4918032786885247,0.06557377049180328
1cd03c09,0.2,0.2,0.4,0.06666666666666667,,,,,0.2,0.2,0.4,0.06666666666666667
1ce4f664,0.9796334012219959,0.07739307535641547,1.0712830957230142,0.038696537678207736,0.8333333333333334,0.10507246376811594,0.9601449275362319,0.028985507246376812,1.1674418604651162,0.04186046511627907,1.213953488372093,0.05116279069767442
1d45c01a,0.9516129032258065,0.03225806451612903,1.032258064516129,0.06451612903225806,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.9821428571428571,0.03571428571428571,1.0714285714285714,0.05357142857142857
1d50ed62,1.45,0.3,1.75,0.05,,,,,1.45,0.3,1.75,0.05
1d5273c9,0.49019607843137253,0.0784313725490196,0.5882352941176471,0.058823529411764705,0.6428571428571429,0.21428571428571427,0.8571428571428571,0.0,0.43243243243243246,0.02702702702702703,0.4864864864864865,0.08108108108108109
1d6d8a8b,1.6296296296296295,0.0,1.6296296296296295,0.037037037037037035,1.5833333333333333,0.0,1.5833333333333333,0.0,1.6428571428571428,0.0,1.6428571428571428,0.047619047619047616
1d6e8f52,1.023121387283237,0.06358381502890173,1.1098265895953756,0.046242774566473986,0.7457627118644068,0.1016949152542373,0.847457627118644,0.05084745762711865,1.1666666666666667,0.043859649122807015,1.2456140350877194,0.043859649122807015
1d6ff329,1.0483870967741935,0.016129032258064516,1.064516129032258,0.07258064516129033,1.2857142857142858,0.14285714285714285,1.4285714285714286,0.0,1.0341880341880343,0.008547008547008548,1.0427350427350428,0.07692307692307693
1dc12ab9,1.1767955801104972,0.04419889502762431,1.2430939226519337,0.03591160220994475,,,,,1.1767955801104972,0.04419889502762431,1.2430939226519337,0.03591160220994475
1e43a8c8,1.5588235294117647,0.029411764705882353,1.588235294117647,0.029411764705882353,,,,,1.5588235294117647,0.029411764705882353,1.588235294117647,0.029411764705882353
1e4c0204,0.6558441558441559,0.07142857142857142,0.7272727272727273,0.032467532467532464,0.5833333333333334,0.125,0.7083333333333334,0.041666666666666664,0.6692307692307692,0.06153846153846154,0.7307692307692307,0.03076923076923077
1e50426a,1.3333333333333333,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.6666666666666667,0.0,1.6666666666666667,0.0
1e569fb0,1.26536312849162,0.034916201117318434,1.3337988826815643,0.05726256983240224,1.05078125,0.06640625,1.1484375,0.05078125,1.3847826086956523,0.017391304347826087,1.4369565217391305,0.06086956521739131
1e5708ac,0.8823529411764706,0.029411764705882353,0.9117647058823529,0.0,,,,,0.8823529411764706,0.029411764705882353,0.9117647058823529,0.0
1e630426,0.3805970149253731,0.21641791044776118,0.6119402985074627,0.06716417910447761,0.35135135135135137,0.05405405405405406,0.43243243243243246,0.08108108108108109,0.3917525773195876,0.27835051546391754,0.6804123711340206,0.061855670103092786
1e66c162,1.2825112107623318,0.06726457399103139,1.3721973094170403,0.06278026905829596,1.265625,0.0390625,1.328125,0.046875,1.305263157894737,0.10526315789473684,1.431578947368421,0.08421052631578947
1e78c51c,1.0813953488372092,0.0872093023255814,1.186046511627907,0.06395348837209303,1.03125,0.078125,1.1328125,0.0703125,1.2272727272727273,0.11363636363636363,1.3409090909090908,0.045454545454545456
1eb2b096,1.2736842105263158,0.031578947368421054,1.305263157894737,0.05263157894736842,1.5833333333333333,0.0,1.5833333333333333,0.0,1.2289156626506024,0.03614457831325301,1.2650602409638554,0.060240963855421686
1eb5affb,0.976897689768977,0.12871287128712872,1.132013201320132,0.039603960396039604,0.9548872180451128,0.12781954887218044,1.0977443609022557,0.03759398496240601,0.9941176470588236,0.12941176470588237,1.1588235294117648,0.041176470588235294
1ee08e9a,1.269879518072289,0.06987951807228916,1.3542168674698796,0.043373493975903614,1.2419354838709677,0.06451612903225806,1.3172043010752688,0.03225806451612903,1.2925764192139737,0.07423580786026202,1.3842794759825328,0.05240174672489083
1eec6a0f,0.48148148148148145,0.14814814814814814,0.6296296296296297,0.037037037037037035,,,,,0.48148148148148145,0.14814814814814814,0.6296296296296297,0.037037037037037035
1efd12d1,1.4819277108433735,0.060240963855421686,1.5783132530120483,0.03614457831325301,1.4444444444444444,0.0,1.5555555555555556,0.05555555555555555,1.4923076923076923,0.07692307692307693,1.5846153846153845,0.03076923076923077
1f09cd22,0.6666666666666666,0.0,0.8333333333333334,0.0,0.6666666666666666,0.0,0.8333333333333334,0.0,,,,
1f28fdfd,2.5,0.1,2.6,0.0,3.1666666666666665,0.0,3.1666666666666665,0.0,2.2142857142857144,0.14285714285714285,2.357142857142857,0.0
1f3b9f8d,1.0661553211888783,0.14285714285714285,1.24352828379674,0.05177372962607862,1.2436363636363637,0.15636363636363637,1.4145454545454546,0.06181818181818182,1.0026041666666667,0.13802083333333334,1.1822916666666667,0.048177083333333336
1f41b702,1.175,0.0375,1.2625,0.0625,,,,,1.175,0.0375,1.2625,0.0625
1f490b28,1.2069672131147542,0.018442622950819672,1.2397540983606556,0.040983606557377046,0.7093023255813954,0.023255813953488372,0.7325581395348837,0.03488372093023256,1.3134328358208955,0.017412935323383085,1.3482587064676617,0.04228855721393035
1f4a78c5,0.9703389830508474,0.00423728813559322,0.9788135593220338,0.07627118644067797,0.8035714285714286,0.017857142857142856,0.8214285714285714,0.08928571428571429,1.0222222222222221,0.0,1.0277777777777777,0.07222222222222222
1f578535,0.9230769230769231,0.5384615384615384,1.4615384615384615,0.0,0.0,1.0,1.0,0.0,1.0909090909090908,0.45454545454545453,1.5454545454545454,0.0
1f74f675,1.0857142857142856,0.14285714285714285,1.2285714285714286,0.05714285714285714,0.8333333333333334,0.0,0.8333333333333334,0.0,1.1379310344827587,0.1724137931034483,1.3103448275862069,0.06896551724137931
1f7825dd,0.8648018648018648,0.03263403263403263,0.9370629370629371,0.0675990675990676,0.7582417582417582,0.04945054945054945,0.8571428571428571,0.04945054945054945,0.9433198380566802,0.020242914979757085,0.9959514170040485,0.08097165991902834
1f795a79,0.6972477064220184,0.03669724770642202,0.7339449541284404,0.027522935779816515,1.08,0.04,1.12,0.04,0.5833333333333334,0.03571428571428571,0.6190476190476191,0.023809523809523808
1f7adc8a,1.1957671957671958,0.021164021164021163,1.253968253968254,0.06349206349206349,1.2361111111111112,0.0,1.2638888888888888,0.05555555555555555,1.170940170940171,0.03418803418803419,1.2478632478632479,0.06837606837606838
1f87b800,0.5384615384615384,0.23931623931623933,0.7863247863247863,0.017094017094017096,0.6268656716417911,0.23880597014925373,0.8656716417910447,0.0,0.42,0.24,0.68,0.04
1f8b4fec,0.6031746031746031,0.29365079365079366,0.9365079365079365,0.03968253968253968,0.6631578947368421,0.28421052631578947,0.9789473684210527,0.05263157894736842,0.41935483870967744,0.3225806451612903,0.8064516129032258,0.0
1f943bef,1.0437710437710437,0.04713804713804714,1.1043771043771045,0.07744107744107744,,,,,1.0437710437710437,0.04713804713804714,1.1043771043771045,0.07744107744107744
1fb3e04f,0.95,0.1,1.1,0.05,,,,,0.95,0.1,1.1,0.05
1fbef290,1.3676470588235294,0.11764705882352941,1.4852941176470589,0.029411764705882353,,,,,1.3676470588235294,0.11764705882352941,1.4852941176470589,0.029411764705882353
1fe81cc9,1.4166666666666667,0.0,1.4166666666666667,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,1.5,0.0,1.5,0.0
1fed517a,0.4,0.1,0.5,0.05,,,,,0.4,0.1,0.5,0.05
2002c586,1.4285714285714286,0.14285714285714285,1.5714285714285714,0.0,,,,,1.4285714285714286,0.14285714285714285,1.5714285714285714,0.0
2011735e,1.1294117647058823,0.12941176470588237,1.276470588235294,0.058823529411764705,1.1125,0.125,1.2625,0.025,1.1444444444444444,0.13333333333333333,1.288888888888889,0.08888888888888889
201d3a67,1.4285714285714286,0.14285714285714285,1.5714285714285714,0.0,,,,,1.4285714285714286,0.14285714285714285,1.5714285714285714,0.0
201fef33,0.9654201849618014,0.022114997989545637,1.0016083634901487,0.05227181342983514,0.9157007376185459,0.03371970495258166,0.9567966280295047,0.0410958904109589,0.9960988296488946,0.01495448634590377,1.02925877763329,0.05916775032509753
2031e9c8,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,,,,
20321b0c,0.2857142857142857,0.14285714285714285,0.44642857142857145,0.05357142857142857,0.5,0.1111111111111111,0.6111111111111112,0.0,0.18421052631578946,0.15789473684210525,0.3684210526315789,0.07894736842105263
20481563,0.9484629294755877,0.012658227848101266,0.9710669077757685,0.05334538878842676,1.1407035175879396,0.005025125628140704,1.1457286432160805,0.06030150753768844,0.906284454244763,0.014332965821389196,0.9327453142227122,0.05181918412348401
2053da82,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,,,,,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
2064e555,0.43243243243243246,0.02702702702702703,0.5945945945945946,0.13513513513513514,,,,,0.43243243243243246,0.02702702702702703,0.5945945945945946,0.13513513513513514
206efeb1,1.2530120481927711,0.006024096385542169,1.2771084337349397,0.03614457831325301,1.0416666666666667,0.041666666666666664,1.0833333333333333,0.0,1.2887323943661972,0.0,1.3098591549295775,0.04225352112676056
2085c2f4,0.7846153846153846,0.07692307692307693,0.8615384615384616,0.0,0.7962962962962963,0.07407407407407407,0.8703703703703703,0.0,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.0
20988564,1.1451612903225807,0.03225806451612903,1.1935483870967742,0.06451612903225806,1.4166666666666667,0.0,1.4166666666666667,0.08333333333333333,1.08,0.04,1.14,0.06
20a941bb,1.4696969696969697,0.03535353535353535,1.5252525252525253,0.030303030303030304,1.462686567164179,0.03731343283582089,1.5149253731343284,0.022388059701492536,1.484375,0.03125,1.546875,0.046875
20ab5aad,1.036144578313253,0.0,1.036144578313253,0.04819277108433735,0.5,0.0,0.5,0.0,1.077922077922078,0.0,1.077922077922078,0.05194805194805195
20ac8219,0.92,0.08210526315789474,1.0336842105263158,0.05473684210526316,0.8217054263565892,0.08139534883720931,0.9418604651162791,0.06589147286821706,1.0368663594470047,0.08294930875576037,1.1428571428571428,0.041474654377880185
20ace887,1.3333333333333333,0.0,1.5,0.16666666666666666,,,,,1.3333333333333333,0.0,1.5,0.16666666666666666
20c716e7,0.75,0.0,0.75,0.041666666666666664,,,,,0.75,0.0,0.75,0.041666666666666664
20d948ae,1.0869565217391304,0.16304347826086957,1.2826086956521738,0.010869565217391304,0.9032258064516129,0.06451612903225806,0.967741935483871,0.03225806451612903,1.180327868852459,0.21311475409836064,1.4426229508196722,0.0
20f4a109,1.0,0.0136986301369863,1.0410958904109588,0.0410958904109589,0.9444444444444444,0.018518518518518517,1.0,0.05555555555555555,1.1578947368421053,0.0,1.1578947368421053,0.0
211f48fe,0.714828897338403,0.11787072243346007,0.8326996197718631,0.03802281368821293,0.7916666666666666,0.20833333333333334,1.0,0.0,0.6976744186046512,0.09767441860465116,0.7953488372093023,0.046511627906976744
212aeedd,1.3839285714285714,0.07142857142857142,1.5,0.05357142857142857,,,,,1.3839285714285714,0.07142857142857142,1.5,0.05357142857142857
213dc641,0.8870967741935484,0.03225806451612903,0.967741935483871,0.08064516129032258,0.8571428571428571,0.14285714285714285,1.1428571428571428,0.0,0.8888888888888888,0.02564102564102564,0.9572649572649573,0.08547008547008547
214cf493,1.1257861635220126,0.06289308176100629,1.2327044025157232,0.05660377358490566,0.9385964912280702,0.06140350877192982,1.0614035087719298,0.043859649122807015,1.6,0.06666666666666667,1.6666666666666667,0.08888888888888889
21526a38,1.1336633663366336,0.09405940594059406,1.2475247524752475,0.0297029702970297,0.8623853211009175,0.12844036697247707,1.0,0.009174311926605505,1.4516129032258065,0.053763440860215055,1.5376344086021505,0.053763440860215055
21549344,1.0434782608695652,0.021739130434782608,1.076086956521739,0.08695652173913043,,,,,1.0434782608695652,0.021739130434782608,1.076086956521739,0.08695652173913043
217f5194,0.7818181818181819,0.14545454545454545,0.9272727272727272,0.07272727272727272,0.7692307692307693,0.07692307692307693,0.8461538461538461,0.15384615384615385,0.7857142857142857,0.16666666666666666,0.9523809523809523,0.047619047619047616
2182013e,1.6451612903225807,0.056451612903225805,1.717741935483871,0.03225806451612903,1.5675675675675675,0.08108108108108109,1.6486486486486487,0.02702702702702703,1.6781609195402298,0.04597701149425287,1.7471264367816093,0.034482758620689655
218c7eab,1.25,0.0,1.25,0.08333333333333333,,,,,1.25,0.0,1.25,0.08333333333333333
21946d0d,1.0,0.0,1.0333333333333334,0.0,,,,,1.0,0.0,1.0333333333333334,0.0
219a417a,2.0,0.0,2.0,0.0,,,,,2.0,0.0,2.0,0.0
21b67523,0.9894179894179894,0.08465608465608465,1.1058201058201058,0.07407407407407407,0.725,0.0375,0.8125,0.0375,1.18348623853211,0.11926605504587157,1.3211009174311927,0.10091743119266056
21b97584,1.8571428571428572,0.14285714285714285,2.0,0.0,2.1666666666666665,0.16666666666666666,2.3333333333333335,0.0,0.0,0.0,0.0,0.0
