batter,total_runs_batter_mean,total_high_scoring_hit_mean,total_total_mean,total_is_wicket_mean,powerplay_runs_batter_mean,powerplay_high_scoring_hit_mean,powerplay_total_mean,powerplay_is_wicket_mean,non_powerplay_runs_batter_mean,non_powerplay_high_scoring_hit_mean,non_powerplay_total_mean,non_powerplay_is_wicket_mean
0286eabe,0.6304347826086957,0.043478260869565216,0.8043478260869565,0.15217391304347827,,,,,0.6304347826086957,0.043478260869565216,0.8043478260869565,0.15217391304347827
02888f23,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,,,,,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091
02b078b1,0.5576923076923077,0.038461538461538464,0.7307692307692307,0.1346153846153846,,,,,0.5576923076923077,0.038461538461538464,0.7307692307692307,0.1346153846153846
02b87bde,0.5,0.0,0.7,0.0,,,,,0.5,0.0,0.7,0.0
02c3024c,0.6578947368421053,0.06578947368421052,0.7763157894736842,0.09210526315789473,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.6376811594202898,0.057971014492753624,0.7681159420289855,0.08695652173913043
02c8fbfc,0.4025974025974026,0.03896103896103896,0.8831168831168831,0.03896103896103896,0.3333333333333333,0.03333333333333333,0.9333333333333333,0.03333333333333333,0.44680851063829785,0.0425531914893617,0.851063829787234,0.0425531914893617
02d0c9ae,1.0,0.14285714285714285,1.0,0.14285714285714285,,,,,1.0,0.14285714285714285,1.0,0.14285714285714285
02d11602,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.14814814814814814,0.6363636363636364,0.13636363636363635,0.6363636363636364,0.13636363636363635,0.2,0.0,0.2,0.2
02e712ce,0.5,0.0,0.5,0.0,,,,,0.5,0.0,0.5,0.0
02e83ac5,1.0924369747899159,0.12605042016806722,1.1764705882352942,0.08403361344537816,1.2916666666666667,0.20833333333333334,1.2916666666666667,0.08333333333333333,1.0421052631578946,0.10526315789473684,1.1473684210526316,0.08421052631578947
02fa5417,0.6666666666666666,0.0,0.6666666666666666,0.0,,,,,0.6666666666666666,0.0,0.6666666666666666,0.0
02fdf3ca,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0
030a38e0,0.6712328767123288,0.0547945205479452,0.8493150684931506,0.0410958904109589,,,,,0.6712328767123288,0.0547945205479452,0.8493150684931506,0.0410958904109589
030c39f1,0.0,0.0,0.2857142857142857,0.0,,,,,0.0,0.0,0.2857142857142857,0.0
0311d9ec,0.5416666666666666,0.0,0.625,0.020833333333333332,,,,,0.5416666666666666,0.0,0.625,0.020833333333333332
032c7eab,1.0736842105263158,0.16842105263157894,1.168421052631579,0.10526315789473684,1.2461538461538462,0.2,1.353846153846154,0.07692307692307693,0.7,0.1,0.7666666666666667,0.16666666666666666
0331c99a,0.6764705882352942,0.029411764705882353,0.8235294117647058,0.08823529411764706,,,,,0.6764705882352942,0.029411764705882353,0.8235294117647058,0.08823529411764706
033ac24e,1.1801242236024845,0.17391304347826086,1.2484472049689441,0.06832298136645963,1.4814814814814814,0.25925925925925924,1.537037037037037,0.018518518518518517,1.02803738317757,0.1308411214953271,1.102803738317757,0.09345794392523364
033e9d59,1.0333333333333334,0.11666666666666667,1.1166666666666667,0.04,1.0,0.14705882352941177,1.1176470588235294,0.0392156862745098,1.0505050505050506,0.10101010101010101,1.1161616161616161,0.04040404040404041
034d3c52,0.6875,0.125,1.0,0.0625,,,,,0.6875,0.125,1.0,0.0625
03521fd3,0.8771929824561403,0.07894736842105263,0.9035087719298246,0.07017543859649122,0.5652173913043478,0.043478260869565216,0.6086956521739131,0.08695652173913043,0.9560439560439561,0.08791208791208792,0.978021978021978,0.06593406593406594
035cb925,0.8333333333333334,0.0,0.8333333333333334,0.0,,,,,0.8333333333333334,0.0,0.8333333333333334,0.0
036b8660,1.3571428571428572,0.2571428571428571,1.4428571428571428,0.08571428571428572,1.0,0.18181818181818182,1.121212121212121,0.12121212121212122,1.6756756756756757,0.32432432432432434,1.7297297297297298,0.05405405405405406
036dcf9b,1.4535714285714285,0.19642857142857142,1.4964285714285714,0.05714285714285714,2.0,0.4,2.0,0.0,1.4436363636363636,0.19272727272727272,1.4872727272727273,0.05818181818181818
037f2b86,0.8531073446327684,0.06779661016949153,0.8898305084745762,0.062146892655367235,0.8913043478260869,0.15217391304347827,0.9130434782608695,0.043478260869565216,0.8474025974025974,0.05519480519480519,0.8863636363636364,0.06493506493506493
03806cf8,1.0909090909090908,0.13636363636363635,1.1818181818181819,0.13636363636363635,,,,,1.0909090909090908,0.13636363636363635,1.1818181818181819,0.13636363636363635
039168c7,0.47761194029850745,0.029850746268656716,0.8507462686567164,0.04477611940298507,,,,,0.47761194029850745,0.029850746268656716,0.8507462686567164,0.04477611940298507
0393fbdc,0.7815126050420168,0.06722689075630252,0.8823529411764706,0.05042016806722689,0.5862068965517241,0.034482758620689655,0.8620689655172413,0.0,0.8444444444444444,0.07777777777777778,0.8888888888888888,0.06666666666666667
0398fc0f,0.375,0.0,0.375,0.0,,,,,0.375,0.0,0.375,0.0
039cabd9,1.075,0.1,1.125,0.1,,,,,1.075,0.1,1.125,0.1
03b9ec54,0.7377049180327869,0.06557377049180328,0.8688524590163934,0.09836065573770492,0.68,0.12,1.0,0.08,0.7777777777777778,0.027777777777777776,0.7777777777777778,0.1111111111111111
03beb59f,0.8412698412698413,0.06349206349206349,0.9365079365079365,0.031746031746031744,0.3157894736842105,0.05263157894736842,0.47368421052631576,0.10526315789473684,1.0681818181818181,0.06818181818181818,1.1363636363636365,0.0
03c94c2f,0.42857142857142855,0.02040816326530612,0.4897959183673469,0.04081632653061224,,,,,0.42857142857142855,0.02040816326530612,0.4897959183673469,0.04081632653061224
03c98aa6,0.7932960893854749,0.0446927374301676,0.9050279329608939,0.0223463687150838,0.7142857142857143,0.047619047619047616,0.8095238095238095,0.023809523809523808,0.8175182481751825,0.043795620437956206,0.9343065693430657,0.021897810218978103
03d3dd8e,0.0,0.0,0.0,0.5,,,,,0.0,0.0,0.0,0.5
03d9e80f,0.85,0.05,1.025,0.05,0.9545454545454546,0.09090909090909091,1.0909090909090908,0.045454545454545456,0.7222222222222222,0.0,0.9444444444444444,0.05555555555555555
03da3399,0.2413793103448276,0.0,0.6551724137931034,0.13793103448275862,0.2,0.0,0.6,0.0,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857
03ecfde2,0.6896551724137931,0.034482758620689655,0.896551724137931,0.10344827586206896,,,,,0.6896551724137931,0.034482758620689655,0.896551724137931,0.10344827586206896
03ef382c,0.4444444444444444,0.0,0.4444444444444444,0.1111111111111111,,,,,0.4444444444444444,0.0,0.4444444444444444,0.1111111111111111
03f1a623,0.4578313253012048,0.060240963855421686,0.6867469879518072,0.060240963855421686,0.4576271186440678,0.06779661016949153,0.7288135593220338,0.03389830508474576,0.4583333333333333,0.041666666666666664,0.5833333333333334,0.125
03fb10bd,0.4117647058823529,0.058823529411764705,0.5294117647058824,0.058823529411764705,,,,,0.4117647058823529,0.058823529411764705,0.5294117647058824,0.058823529411764705
04029c44,1.3333333333333333,0.14814814814814814,1.3703703703703705,0.037037037037037035,,,,,1.3333333333333333,0.14814814814814814,1.3703703703703705,0.037037037037037035
0404d43c,1.2383275261324043,0.16655052264808362,1.3038327526132405,0.05435540069686411,1.3497005988023951,0.20718562874251498,1.4203592814371258,0.04790419161676647,1.0833333333333333,0.11,1.1416666666666666,0.06333333333333334
040f11e8,0.48148148148148145,0.0,0.5555555555555556,0.07407407407407407,,,,,0.48148148148148145,0.0,0.5555555555555556,0.07407407407407407
0420f51f,0.25,0.0,0.25,0.25,,,,,0.25,0.0,0.25,0.25
0441a1f5,0.5344827586206896,0.02586206896551724,0.6551724137931034,0.05172413793103448,0.5,0.027777777777777776,0.6111111111111112,0.027777777777777776,0.55,0.025,0.675,0.0625
04420914,0.5333333333333333,0.03333333333333333,0.6166666666666667,0.1,0.5,0.0,0.6666666666666666,0.0,0.5370370370370371,0.037037037037037035,0.6111111111111112,0.1111111111111111
04539335,0.7142857142857143,0.07142857142857142,0.7142857142857143,0.07142857142857142,0.2,0.0,0.2,0.2,0.8260869565217391,0.08695652173913043,0.8260869565217391,0.043478260869565216
0475a86b,0.8317757009345794,0.07476635514018691,0.9096573208722741,0.08722741433021806,0.8048780487804879,0.10975609756097561,0.8292682926829268,0.07317073170731707,0.8410041841004184,0.06276150627615062,0.9372384937238494,0.09205020920502092
047d293e,0.6703296703296703,0.06593406593406594,0.7472527472527473,0.08791208791208792,,,,,0.6703296703296703,0.06593406593406594,0.7472527472527473,0.08791208791208792
04855b85,0.625,0.0,0.75,0.375,,,,,0.625,0.0,0.75,0.375
048da365,0.5063829787234042,0.02553191489361702,0.6595744680851063,0.05106382978723404,0.23076923076923078,0.0,0.3076923076923077,0.07692307692307693,0.5225225225225225,0.02702702702702703,0.6801801801801802,0.04954954954954955
048fcf8d,0.17647058823529413,0.029411764705882353,0.38235294117647056,0.029411764705882353,0.5,0.1,0.5,0.0,0.041666666666666664,0.0,0.3333333333333333,0.041666666666666664
04a418e8,1.509433962264151,0.16981132075471697,1.5471698113207548,0.09433962264150944,0.6,0.0,0.6,0.2,1.6041666666666667,0.1875,1.6458333333333333,0.08333333333333333
04ab1575,0.9349775784753364,0.09641255605381166,1.0403587443946187,0.026905829596412557,0.8284023668639053,0.10650887573964497,0.9585798816568047,0.029585798816568046,1.0,0.09025270758122744,1.0902527075812274,0.02527075812274368
04bc296f,0.7666666666666667,0.03333333333333333,0.8,0.13333333333333333,,,,,0.7666666666666667,0.03333333333333333,0.8,0.13333333333333333
04cf2e94,0.20833333333333334,0.0,0.20833333333333334,0.125,,,,,0.20833333333333334,0.0,0.20833333333333334,0.125
04df9697,1.2222222222222223,0.07407407407407407,1.2222222222222223,0.07407407407407407,,,,,1.2222222222222223,0.07407407407407407,1.2222222222222223,0.07407407407407407
04e0cdec,1.2411067193675889,0.16600790513833993,1.3201581027667983,0.06719367588932806,1.4054054054054055,0.23423423423423423,1.4684684684684686,0.08108108108108109,1.1126760563380282,0.11267605633802817,1.204225352112676,0.056338028169014086
04e145f4,0.5268817204301075,0.03225806451612903,0.6774193548387096,0.06451612903225806,,,,,0.5268817204301075,0.03225806451612903,0.6774193548387096,0.06451612903225806
04ed04d2,0.8070175438596491,0.07017543859649122,0.9473684210526315,0.07017543859649122,0.5454545454545454,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.8695652173913043,0.06521739130434782,1.0434782608695652,0.06521739130434782
04f0d409,0.8513189448441247,0.10311750599520383,0.9400479616306955,0.05275779376498801,0.8389513108614233,0.11235955056179775,0.9325842696629213,0.0299625468164794,0.8733333333333333,0.08666666666666667,0.9533333333333334,0.09333333333333334
05026222,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,,,,
050492b0,1.1428571428571428,0.07142857142857142,1.1428571428571428,0.07142857142857142,,,,,1.1428571428571428,0.07142857142857142,1.1428571428571428,0.07142857142857142
050bdc77,0.3333333333333333,0.0,0.6666666666666666,0.0,,,,,0.3333333333333333,0.0,0.6666666666666666,0.0
053b66e4,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0
053dc208,0.95703125,0.046875,0.99609375,0.04296875,0.625,0.125,0.75,0.0,0.967741935483871,0.04435483870967742,1.0040322580645162,0.04435483870967742
